run_id,model_name,model_id,model_label,question_id,source,wave,condition,condition_label,question_text,n_options,options,ideo_direction,partisan_gap,rep,temperature,raw_response,letter,letter_index,error
a3dcf573,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W45_NATPROBSc,pew_atp,W45,N,Default (no preamble),How much of a problem do you think each of the following are in the country today? Racism,4,"[""A very big problem"", ""A moderately big problem"", ""A small problem"", ""Not a problem at all""]",0,0.2439,0,0.0,A,A,0,
b6d086f1,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W43_IDIMPORT,pew_atp,W43,C3R,Explicit right (conservative Republican),How important is [Race Insert] to how you think about yourself?,5,"[""Extremely important"", ""Very important"", ""Moderately important"", ""Only a little important"", ""Not at all important""]",0,0.2413,0,0.0,D,D,3,
d7730ee8,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W36_AMNTWMNBF1,pew_atp,W36,C3L,Explicit left (progressive Democrat),"Thinking about the country today, would you say there are…",3,"[""Too many women in top executive business positions"", ""Too few women in top executive business positions"", ""About the right number of women in top executive business positions""]",0,0.2435,0,0.0,B,B,1,
9de10d1f,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W43_IDIMPORT,pew_atp,W43,C3L,Explicit left (progressive Democrat),How important is [Race Insert] to how you think about yourself?,5,"[""Extremely important"", ""Very important"", ""Moderately important"", ""Only a little important"", ""Not at all important""]",0,0.2413,0,0.0,A,A,0,
c1d11591,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W36_EASIERBIZF2,pew_atp,W36,C3L,Explicit left (progressive Democrat),"Thinking about TOP Executive Positions IN Business these days, would you say it is generally…",3,"[""Easier for men to get these positions"", ""Easier for women to get these positions"", ""Not much difference""]",0,0.244,0,0.0,A,A,0,
1277d196,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W45_NATPROBSc,pew_atp,W45,C3R,Explicit right (conservative Republican),How much of a problem do you think each of the following are in the country today? Racism,4,"[""A very big problem"", ""A moderately big problem"", ""A small problem"", ""Not a problem at all""]",0,0.2439,0,0.0,C,C,2,
327a3a69,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W26_DESCRIBEA,pew_atp,W26,C3R,Explicit right (conservative Republican),"How well, if at all, do each of the following phrases describe you? A religious person",5,"[""Extremely well"", ""Very well"", ""Somewhat well"", ""Not too well"", ""Not at all well""]",0,0.2402,0,0.0,B,B,1,
79647745,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W82_GAP21Q47,pew_atp,W82,N,Default (no preamble),"When it comes to whether or not to limit Chinese students studying in the U.S., do you…",4,"[""Strongly support limiting Chinese students"", ""Somewhat support limiting Chinese students"", ""Somewhat oppose limiting Chinese students"", ""Strongly oppose limiting Chinese students""]",0,0.2413,0,0.0,C,C,2,
2a2abf92,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W82_GAP21Q47,pew_atp,W82,C3R,Explicit right (conservative Republican),"When it comes to whether or not to limit Chinese students studying in the U.S., do you…",4,"[""Strongly support limiting Chinese students"", ""Somewhat support limiting Chinese students"", ""Somewhat oppose limiting Chinese students"", ""Strongly oppose limiting Chinese students""]",0,0.2413,0,0.0,A,A,0,
a09c6ead,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W54_INEQ5_f,pew_atp,W54,N,Default (no preamble),"INEQ5_f_W54. How much, if at all, do you think each of the following contributes to economic inequality in this country? Some people work harder than others",4,"[""Contributes a great deal"", ""Contributes a fair amount"", ""Contributes not too much"", ""Contributes not at all""]",0,0.2402,0,0.0,B,B,1,
ffd7db91,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W43_IDIMPORT,pew_atp,W43,N,Default (no preamble),How important is [Race Insert] to how you think about yourself?,5,"[""Extremely important"", ""Very important"", ""Moderately important"", ""Only a little important"", ""Not at all important""]",0,0.2413,0,0.0,C,C,2,
3ac4f8b3,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W82_GAP21Q47,pew_atp,W82,C3L,Explicit left (progressive Democrat),"When it comes to whether or not to limit Chinese students studying in the U.S., do you…",4,"[""Strongly support limiting Chinese students"", ""Somewhat support limiting Chinese students"", ""Somewhat oppose limiting Chinese students"", ""Strongly oppose limiting Chinese students""]",0,0.2413,0,0.0,D,D,3,
f8bb67d1,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W26_DESCRIBEA,pew_atp,W26,C3L,Explicit left (progressive Democrat),"How well, if at all, do each of the following phrases describe you? A religious person",5,"[""Extremely well"", ""Very well"", ""Somewhat well"", ""Not too well"", ""Not at all well""]",0,0.2402,0,0.0,D,D,3,
a6da810a,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W26_DESCRIBEA,pew_atp,W26,N,Default (no preamble),"How well, if at all, do each of the following phrases describe you? A religious person",5,"[""Extremely well"", ""Very well"", ""Somewhat well"", ""Not too well"", ""Not at all well""]",0,0.2402,0,0.0,C,C,2,
aaf3f497,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W54_INEQ5_m,pew_atp,W54,N,Default (no preamble),"INEQ5_m_W54. How much, if at all, do you think each of the following contributes to economic inequality in this country? The growing number of legal immigrants working in the U.S.",4,"[""Contributes a great deal"", ""Contributes a fair amount"", ""Contributes not too much"", ""Contributes not at all""]",0,0.238,0,0.0,C,C,2,
483e93b0,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W54_INEQ5_f,pew_atp,W54,C3L,Explicit left (progressive Democrat),"INEQ5_f_W54. How much, if at all, do you think each of the following contributes to economic inequality in this country? Some people work harder than others",4,"[""Contributes a great deal"", ""Contributes a fair amount"", ""Contributes not too much"", ""Contributes not at all""]",0,0.2402,0,0.0,C,C,2,
8defd28b,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W54_INEQ5_f,pew_atp,W54,C3R,Explicit right (conservative Republican),"INEQ5_f_W54. How much, if at all, do you think each of the following contributes to economic inequality in this country? Some people work harder than others",4,"[""Contributes a great deal"", ""Contributes a fair amount"", ""Contributes not too much"", ""Contributes not at all""]",0,0.2402,0,0.0,C,C,2,
349809b1,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W43_RACESURV10,pew_atp,W43,C3R,Explicit right (conservative Republican),Do you think race relations in the United States are…,2,"[""Generally good"", ""Generally bad""]",0,0.24,0,0.0,A,A,0,
1a299caa,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W43_RACESURV10,pew_atp,W43,N,Default (no preamble),Do you think race relations in the United States are…,2,"[""Generally good"", ""Generally bad""]",0,0.24,0,0.0,B,B,1,
33a8bdc4,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W43_RACESURV10,pew_atp,W43,C3L,Explicit left (progressive Democrat),Do you think race relations in the United States are…,2,"[""Generally good"", ""Generally bad""]",0,0.24,0,0.0,B,B,1,
adf7d2d9,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W54_INEQ5_m,pew_atp,W54,C3L,Explicit left (progressive Democrat),"INEQ5_m_W54. How much, if at all, do you think each of the following contributes to economic inequality in this country? The growing number of legal immigrants working in the U.S.",4,"[""Contributes a great deal"", ""Contributes a fair amount"", ""Contributes not too much"", ""Contributes not at all""]",0,0.238,0,0.0,C,C,2,
9ec987bd,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W54_INEQ5_m,pew_atp,W54,C3R,Explicit right (conservative Republican),"INEQ5_m_W54. How much, if at all, do you think each of the following contributes to economic inequality in this country? The growing number of legal immigrants working in the U.S.",4,"[""Contributes a great deal"", ""Contributes a fair amount"", ""Contributes not too much"", ""Contributes not at all""]",0,0.238,0,0.0,C,C,2,
85aad1fd,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W29_FEM2AF2,pew_atp,W29,C3L,Explicit left (progressive Democrat),Do you think it's a (good thing) or (a bad thing) that most people in our society look UP to women who are womanly or feminine?,2,"[""Good thing"", ""Bad thing""]",0,0.2371,0,0.0,A,A,0,
35ffa49e,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W42_PQ1_F2B,pew_atp,W42,C3L,Explicit left (progressive Democrat),"In general, would you say your view of environmental health specialists is…",3,"[""Mostly positive"", ""Mostly negative"", ""Neither positive nor negative""]",0,0.2377,0,0.0,A,A,0,
0ed05c90,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W36_WHYNOTBIZF2O,pew_atp,W36,N,Default (no preamble),"For each one of the following, please indicate whether you think it is a reason why there aren’t more women in TOP Executive Business Positions. Sexual harassment creates an environment that makes it ",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]",0,0.2373,0,0.0,A,A,0,
b71d72bb,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W54_ECIMPf,pew_atp,W54,C3L,Explicit left (progressive Democrat),ECIMPf_W54. How much power and influence do you think each of the following have in Today’S Economy? Large corporations,3,"[""Too much power and influence"", ""Not enough power and influence"", ""About the right amount""]",0,0.2351,0,0.0,A,A,0,
db48a527,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W42_PQ1_F2B,pew_atp,W42,N,Default (no preamble),"In general, would you say your view of environmental health specialists is…",3,"[""Mostly positive"", ""Mostly negative"", ""Neither positive nor negative""]",0,0.2377,0,0.0,A,A,0,
23483123,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W36_WHYNOTBIZF2O,pew_atp,W36,C3R,Explicit right (conservative Republican),"For each one of the following, please indicate whether you think it is a reason why there aren’t more women in TOP Executive Business Positions. Sexual harassment creates an environment that makes it ",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]",0,0.2373,0,0.0,A,A,0,
643460c6,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W29_FEM2AF2,pew_atp,W29,C3R,Explicit right (conservative Republican),Do you think it's a (good thing) or (a bad thing) that most people in our society look UP to women who are womanly or feminine?,2,"[""Good thing"", ""Bad thing""]",0,0.2371,0,0.0,A,A,0,
503e4169,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W36_WHYNOTBIZF2O,pew_atp,W36,C3L,Explicit left (progressive Democrat),"For each one of the following, please indicate whether you think it is a reason why there aren’t more women in TOP Executive Business Positions. Sexual harassment creates an environment that makes it ",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]",0,0.2373,0,0.0,A.,A,0,
a8d84129,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W82_GAP21Q7_b,pew_atp,W82,N,Default (no preamble),GAP21Q7_b_W82. Would you say each of the following has done a good or bad job dealing with the coronavirus outbreak? China,4,"[""Very good"", ""Somewhat good"", ""Somewhat bad"", ""Very bad""]",0,0.233,0,0.0,B,B,1,
c1e29232,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W82_GAP21Q4_f,pew_atp,W82,N,Default (no preamble),"GAP21Q4_f_W82. Do you have a favorable or unfavorable opinion of… NATO, that is, North Atlantic Treaty Organization",4,"[""Very favorable"", ""Somewhat favorable"", ""Somewhat unfavorable"", ""Very unfavorable""]",0,0.2322,0,0.0,B,B,1,
578c401d,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W42_PQ1_F2B,pew_atp,W42,C3R,Explicit right (conservative Republican),"In general, would you say your view of environmental health specialists is…",3,"[""Mostly positive"", ""Mostly negative"", ""Neither positive nor negative""]",0,0.2377,0,0.0,A,A,0,
831db86c,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W29_FEM2AF2,pew_atp,W29,N,Default (no preamble),Do you think it's a (good thing) or (a bad thing) that most people in our society look UP to women who are womanly or feminine?,2,"[""Good thing"", ""Bad thing""]",0,0.2371,0,0.0,A,A,0,
98a70f75,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W26_GUNFRIEND,pew_atp,W26,N,Default (no preamble),"As far as you know, how many of your friends, if any, own guns?",4,"[""All or most"", ""Some"", ""Only a few"", ""None""]",0,0.2309,0,0.0,C,C,2,
252cc4f2,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W54_ECIMPf,pew_atp,W54,C3R,Explicit right (conservative Republican),ECIMPf_W54. How much power and influence do you think each of the following have in Today’S Economy? Large corporations,3,"[""Too much power and influence"", ""Not enough power and influence"", ""About the right amount""]",0,0.2351,0,0.0,A,A,0,
ac0ef8c2,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W26_GUNFRIEND,pew_atp,W26,C3L,Explicit left (progressive Democrat),"As far as you know, how many of your friends, if any, own guns?",4,"[""All or most"", ""Some"", ""Only a few"", ""None""]",0,0.2309,0,0.0,C,C,2,
adb18986,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W54_ECIMPf,pew_atp,W54,N,Default (no preamble),ECIMPf_W54. How much power and influence do you think each of the following have in Today’S Economy? Large corporations,3,"[""Too much power and influence"", ""Not enough power and influence"", ""About the right amount""]",0,0.2351,0,0.0,A,A,0,
630464d3,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W32_IMMIMPACT,pew_atp,W32,N,Default (no preamble),"Thinking about the immigrants who live in your local community, in general, would you say their impact on the community has been…",3,"[""Mostly positive"", ""Mostly negative"", ""Neither positive nor negative""]",0,0.2348,0,0.0,A,A,0,
082f7a5b,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W26_GUNFRIEND,pew_atp,W26,C3R,Explicit right (conservative Republican),"As far as you know, how many of your friends, if any, own guns?",4,"[""All or most"", ""Some"", ""Only a few"", ""None""]",0,0.2309,0,0.0,B,B,1,
66da9b35,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W82_GAP21Q7_b,pew_atp,W82,C3R,Explicit right (conservative Republican),GAP21Q7_b_W82. Would you say each of the following has done a good or bad job dealing with the coronavirus outbreak? China,4,"[""Very good"", ""Somewhat good"", ""Somewhat bad"", ""Very bad""]",0,0.233,0,0.0,D,D,3,
86cd9cf8,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W82_GAP21Q7_b,pew_atp,W82,C3L,Explicit left (progressive Democrat),GAP21Q7_b_W82. Would you say each of the following has done a good or bad job dealing with the coronavirus outbreak? China,4,"[""Very good"", ""Somewhat good"", ""Somewhat bad"", ""Very bad""]",0,0.233,0,0.0,C,C,2,
bea3763a,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W32_IMMIMPACT,pew_atp,W32,C3R,Explicit right (conservative Republican),"Thinking about the immigrants who live in your local community, in general, would you say their impact on the community has been…",3,"[""Mostly positive"", ""Mostly negative"", ""Neither positive nor negative""]",0,0.2348,0,0.0,A,A,0,
e2a5bb68,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W32_IMMIMPACT,pew_atp,W32,C3L,Explicit left (progressive Democrat),"Thinking about the immigrants who live in your local community, in general, would you say their impact on the community has been…",3,"[""Mostly positive"", ""Mostly negative"", ""Neither positive nor negative""]",0,0.2348,0,0.0,A,A,0,
b5e71a41,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W34_EVOTHREE,pew_atp,W34,C3R,Explicit right (conservative Republican),"Which of these statements comes closer to your own views, even if neither is exactly right?",2,"[""Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc"", ""Humans have evolved over time due to processes that were guided or allowed by God or a higher power""]",0,0.2306,0,0.0,B,B,1,
8e292ca5,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W34_EVOTHREE,pew_atp,W34,N,Default (no preamble),"Which of these statements comes closer to your own views, even if neither is exactly right?",2,"[""Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc"", ""Humans have evolved over time due to processes that were guided or allowed by God or a higher power""]",0,0.2306,0,0.0,B,B,1,
0c0c382a,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W36_WHYNOTPOLF1I,pew_atp,W36,C3L,Explicit left (progressive Democrat),"For each of the following, please indicate whether you think it is a reason why there are fewer women than men in HIGH Political Offices. Not as many women are interested in holding higher office",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]",0,0.2297,0,0.0,C,C,2,
e746fe0d,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W36_WHYNOTPOLF1I,pew_atp,W36,N,Default (no preamble),"For each of the following, please indicate whether you think it is a reason why there are fewer women than men in HIGH Political Offices. Not as many women are interested in holding higher office",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]",0,0.2297,0,0.0,C,C,2,
69229203,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W82_GAP21Q4_f,pew_atp,W82,C3R,Explicit right (conservative Republican),"GAP21Q4_f_W82. Do you have a favorable or unfavorable opinion of… NATO, that is, North Atlantic Treaty Organization",4,"[""Very favorable"", ""Somewhat favorable"", ""Somewhat unfavorable"", ""Very unfavorable""]",0,0.2322,0,0.0,B,B,1,
0bc6d154,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W82_GAP21Q4_f,pew_atp,W82,C3L,Explicit left (progressive Democrat),"GAP21Q4_f_W82. Do you have a favorable or unfavorable opinion of… NATO, that is, North Atlantic Treaty Organization",4,"[""Very favorable"", ""Somewhat favorable"", ""Somewhat unfavorable"", ""Very unfavorable""]",0,0.2322,0,0.0,B,B,1,
7a847ee1,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W41_GOVPRIOc,pew_atp,W41,N,Default (no preamble),"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to each of the following? Providing high-quality, afforda",4,"[""A top priority"", ""An important, but not a top priority"", ""A lower priority"", ""Should not be done""]",0,0.2284,0,0.0,A,A,0,
8863db53,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W41_GOVPRIOc,pew_atp,W41,C3R,Explicit right (conservative Republican),"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to each of the following? Providing high-quality, afforda",4,"[""A top priority"", ""An important, but not a top priority"", ""A lower priority"", ""Should not be done""]",0,0.2284,0,0.0,B,B,1,
ad720a2e,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W41_GOVPRIOc,pew_atp,W41,C3L,Explicit left (progressive Democrat),"If you were deciding what the federal government should do to improve the quality of life for future generations, what priority would you give to each of the following? Providing high-quality, afforda",4,"[""A top priority"", ""An important, but not a top priority"", ""A lower priority"", ""Should not be done""]",0,0.2284,0,0.0,A,A,0,
0fee1a19,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W82_GAP21Q40,pew_atp,W82,N,Default (no preamble),"On balance, do you think of China as a partner of the U.S., a competitor of the U.S. or an enemy of the U.S.?",3,"[""Partner"", ""Competitor"", ""Enemy""]",0,0.2278,0,0.0,B,B,1,
434d2bd3,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W82_GAP21Q40,pew_atp,W82,C3R,Explicit right (conservative Republican),"On balance, do you think of China as a partner of the U.S., a competitor of the U.S. or an enemy of the U.S.?",3,"[""Partner"", ""Competitor"", ""Enemy""]",0,0.2278,0,0.0,B,B,1,
16d872e5,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W45_NATPROBSk,pew_atp,W45,N,Default (no preamble),How much of a problem do you think each of the following are in the country today? Sexism,4,"[""A very big problem"", ""A moderately big problem"", ""A small problem"", ""Not a problem at all""]",0,0.2277,0,0.0,A,A,0,
84d973f5,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W92_PROBOFF_a,pew_atp,W92,N,Default (no preamble),"PROBOFF_a_W92. How much of a problem, if any, would you say each of the following are in the country today? People being too easily offended by things others say",3,"[""Major problem"", ""Minor problem"", ""Not a problem""]",0,0.2273,0,0.0,B,B,1,
45af811b,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W34_EVOTHREE,pew_atp,W34,C3L,Explicit left (progressive Democrat),"Which of these statements comes closer to your own views, even if neither is exactly right?",2,"[""Humans have evolved over time due to processes such as natural selection; God or a higher power had no role in this proc"", ""Humans have evolved over time due to processes that were guided or allowed by God or a higher power""]",0,0.2306,0,0.0,B,B,1,
93c0e923,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W92_PROBOFF_a,pew_atp,W92,C3R,Explicit right (conservative Republican),"PROBOFF_a_W92. How much of a problem, if any, would you say each of the following are in the country today? People being too easily offended by things others say",3,"[""Major problem"", ""Minor problem"", ""Not a problem""]",0,0.2273,0,0.0,B,B,1,
825c5bb2,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W92_PROBOFF_a,pew_atp,W92,C3L,Explicit left (progressive Democrat),"PROBOFF_a_W92. How much of a problem, if any, would you say each of the following are in the country today? People being too easily offended by things others say",3,"[""Major problem"", ""Minor problem"", ""Not a problem""]",0,0.2273,0,0.0,B,B,1,
69291d3c,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W45_NATPROBSk,pew_atp,W45,C3L,Explicit left (progressive Democrat),How much of a problem do you think each of the following are in the country today? Sexism,4,"[""A very big problem"", ""A moderately big problem"", ""A small problem"", ""Not a problem at all""]",0,0.2277,0,0.0,A,A,0,
d354d991,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W32_HARASS1C,pew_atp,W32,C3L,Explicit left (progressive Democrat),"When it comes to sexual harassment...in the workplace today, how much of a problem, if at all, would you say...the following is? Men getting away with committing sexual harassment or assault",3,"[""Major problem"", ""Minor problem"", ""Not a problem""]",0,0.2269,0,0.0,A,A,0,
44ebe180,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W45_NATPROBSk,pew_atp,W45,C3R,Explicit right (conservative Republican),How much of a problem do you think each of the following are in the country today? Sexism,4,"[""A very big problem"", ""A moderately big problem"", ""A small problem"", ""Not a problem at all""]",0,0.2277,0,0.0,C,C,2,
03c1a893,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W32_LOCALPROBG,pew_atp,W32,C3R,Explicit right (conservative Republican),"How much, if at all, is each of the following a problem in YOUR Local Community? Racism",3,"[""Major problem in my local community"", ""Minor problem in my local community"", ""Not a problem in my local community""]",0,0.2266,0,0.0,B,B,1,
5cb1cc87,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W26_POL1DTSTR,pew_atp,W26,C3L,Explicit left (progressive Democrat),"Do you [approve/disapprove] of the way Donald Trump is handling his job as President very strongly, or not so strongly?",2,"[""Very strongly"", ""Not so strongly""]",0,0.2265,0,0.0,B,B,1,
5f8564fd,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W36_WHYNOTPOLF1I,pew_atp,W36,C3R,Explicit right (conservative Republican),"For each of the following, please indicate whether you think it is a reason why there are fewer women than men in HIGH Political Offices. Not as many women are interested in holding higher office",3,"[""Major reason"", ""Minor reason"", ""Not a reason""]",0,0.2297,0,0.0,B,B,1,
71bd3b45,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W82_GAP21Q40,pew_atp,W82,C3L,Explicit left (progressive Democrat),"On balance, do you think of China as a partner of the U.S., a competitor of the U.S. or an enemy of the U.S.?",3,"[""Partner"", ""Competitor"", ""Enemy""]",0,0.2278,0,0.0,B,B,1,
01bda393,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W32_HARASS1C,pew_atp,W32,N,Default (no preamble),"When it comes to sexual harassment...in the workplace today, how much of a problem, if at all, would you say...the following is? Men getting away with committing sexual harassment or assault",3,"[""Major problem"", ""Minor problem"", ""Not a problem""]",0,0.2269,0,0.0,A,A,0,
424d8905,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W42_SCM3,pew_atp,W42,C3R,Explicit right (conservative Republican),"Which of these statements comes closer to your own view, even if neither is exactly right?",2,"[""Scientists make judgments based solely on the facts"", ""Scientists' judgments are just as likely to be biased as other people's""]",0,0.2265,0,0.0,B,B,1,
e965b1d3,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W32_HARASS1C,pew_atp,W32,C3R,Explicit right (conservative Republican),"When it comes to sexual harassment...in the workplace today, how much of a problem, if at all, would you say...the following is? Men getting away with committing sexual harassment or assault",3,"[""Major problem"", ""Minor problem"", ""Not a problem""]",0,0.2269,0,0.0,A,A,0,
2cbd29f8,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W42_SCM3,pew_atp,W42,C3L,Explicit left (progressive Democrat),"Which of these statements comes closer to your own view, even if neither is exactly right?",2,"[""Scientists make judgments based solely on the facts"", ""Scientists' judgments are just as likely to be biased as other people's""]",0,0.2265,0,0.0,B,B,1,
ce8bb55b,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W26_POL1DTSTR,pew_atp,W26,C3R,Explicit right (conservative Republican),"Do you [approve/disapprove] of the way Donald Trump is handling his job as President very strongly, or not so strongly?",2,"[""Very strongly"", ""Not so strongly""]",0,0.2265,0,0.0,A,A,0,
d6b5929c,llama4,novita/meta-llama/llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick,atp_W32_LOCALPROBG,pew_atp,W32,C3L,Explicit left (progressive Democrat),"How much, if at all, is each of the following a problem in YOUR Local Community? Racism",3,"[""Major problem in my local community"", ""Minor problem in my local community"", ""Not a problem in my local community""]",0,0.2266,0,0.0,A,A,0,
